"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000198034"	"OK"	"negbinomial.size"	0	0	"ENSG00000198034"	"RPS4X"	12619	TRUE
"ENSG00000147180"	"OK"	"negbinomial.size"	2.38455207663131e-42	8.39912612222675e-40	"ENSG00000147180"	"ZNF711"	2072	TRUE
"ENSG00000180964"	"OK"	"negbinomial.size"	5.51997530605854e-77	3.99094214628033e-74	"ENSG00000180964"	"TCEAL8"	5166	TRUE
"ENSG00000185222"	"OK"	"negbinomial.size"	6.69784406584222e-95	6.57202028089105e-92	"ENSG00000185222"	"WBP5"	5461	TRUE
"ENSG00000166681"	"OK"	"negbinomial.size"	1.20345202927769e-223	2.36168864659823e-220	"ENSG00000166681"	"NGFRAP1"	10459	TRUE
"ENSG00000077279"	"OK"	"negbinomial.size"	3.10627195422648e-69	1.85525468848735e-66	"ENSG00000077279"	"DCX"	1946	TRUE
"ENSG00000147274"	"OK"	"negbinomial.size"	5.59453637447133e-87	4.80325913600704e-84	"ENSG00000147274"	"RBMX"	11925	TRUE
"ENSG00000177600"	"OK"	"negbinomial.size"	1.12260129473284e-96	1.18624415274962e-93	"ENSG00000177600"	"RPLP2"	12624	TRUE
"ENSG00000134333"	"OK"	"negbinomial.size"	8.5255397366005e-78	6.50640774231561e-75	"ENSG00000134333"	"LDHA"	3401	TRUE
"ENSG00000110492"	"OK"	"negbinomial.size"	7.94646765568766e-47	3.1188750338909e-44	"ENSG00000110492"	"MDK"	11065	TRUE
"ENSG00000251562"	"OK"	"negbinomial.size"	0	0	"ENSG00000251562"	"MALAT1"	12618	TRUE
"ENSG00000182667"	"OK"	"negbinomial.size"	1.14844366511919e-81	9.28010036926015e-79	"ENSG00000182667"	"NTM"	3569	TRUE
"ENSG00000111669"	"OK"	"negbinomial.size"	2.06691267586512e-37	6.760280816276e-35	"ENSG00000111669"	"TPI1"	9142	TRUE
"ENSG00000089009"	"OK"	"negbinomial.size"	4.40394727610109e-128	6.04970237318006e-125	"ENSG00000089009"	"RPL6"	12623	TRUE
"ENSG00000213741"	"OK"	"negbinomial.size"	5.64652473599241e-230	1.29277183830546e-226	"ENSG00000213741"	"RPS29"	12597	TRUE
"ENSG00000080824"	"OK"	"negbinomial.size"	9.31957985160804e-98	1.06685890351283e-94	"ENSG00000080824"	"HSP90AA1"	11399	TRUE
"ENSG00000166165"	"OK"	"negbinomial.size"	1.29729103134478e-69	8.10040313526512e-67	"ENSG00000166165"	"CKB"	11425	TRUE
"ENSG00000182718"	"OK"	"negbinomial.size"	1.77492017978588e-73	1.21910392548593e-70	"ENSG00000182718"	"ANXA2"	1884	TRUE
"ENSG00000137818"	"OK"	"negbinomial.size"	1.27336744536726e-189	2.18653107462625e-186	"ENSG00000137818"	"RPLP1"	12629	TRUE
"ENSG00000255198"	"OK"	"negbinomial.size"	6.94789526896812e-43	2.51166413973197e-40	"ENSG00000255198"	"SNHG9"	2660	FALSE
"ENSG00000103485"	"OK"	"negbinomial.size"	1.45310802228897e-48	6.0488923946011e-46	"ENSG00000103485"	"QPRT"	2881	TRUE
"ENSG00000167526"	"OK"	"negbinomial.size"	1.0709531389319e-51	4.90389442316916e-49	"ENSG00000167526"	"RPL13"	12629	TRUE
"ENSG00000161970"	"OK"	"negbinomial.size"	3.41434989959025e-52	1.61734222657487e-49	"ENSG00000161970"	"RPL26"	12629	TRUE
"ENSG00000266402"	"OK"	"negbinomial.size"	7.50068076669401e-127	9.36698651746142e-124	"ENSG00000266402"	"SNHG25"	11294	TRUE
"ENSG00000184009"	"OK"	"negbinomial.size"	2.47120487875441e-94	2.26312942796329e-91	"ENSG00000184009"	"ACTG1"	12345	TRUE
"ENSG00000129824"	"OK"	"negbinomial.size"	0	0	"ENSG00000129824"	"RPS4Y1"	3892	TRUE
"ENSG00000198692"	"OK"	"negbinomial.size"	8.5441366394474e-71	5.58908595314709e-68	"ENSG00000198692"	"EIF1AY"	1979	TRUE
"ENSG00000100316"	"OK"	"negbinomial.size"	1.23704573753926e-66	7.08054054024033e-64	"ENSG00000100316"	"RPL3"	12623	TRUE
"ENSG00000212907"	"OK"	"negbinomial.size"	4.08941981725531e-60	2.16062923190908e-57	"ENSG00000212907"	"MT-ND4L"	6697	TRUE
