"status"	"family"	"pval"	"qval"	"gene_id"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"
"ENSG00000213741"	"OK"	"negbinomial.size"	1.91964822441216e-230	4.39503460979163e-227	"ENSG00000213741"	"RPS29"	12597	TRUE
"ENSG00000080824"	"OK"	"negbinomial.size"	1.11791475537785e-113	1.2797329162188e-110	"ENSG00000080824"	"HSP90AA1"	11399	TRUE
"ENSG00000166165"	"OK"	"negbinomial.size"	1.15845056385164e-80	9.94602212226872e-78	"ENSG00000166165"	"CKB"	11425	TRUE
"ENSG00000182718"	"OK"	"negbinomial.size"	4.73980581168741e-64	2.83090054065869e-61	"ENSG00000182718"	"ANXA2"	1884	TRUE
"ENSG00000137818"	"OK"	"negbinomial.size"	4.0637661253631e-156	6.97799440801412e-153	"ENSG00000137818"	"RPLP1"	12629	TRUE
"ENSG00000103485"	"OK"	"negbinomial.size"	6.94686784449795e-45	2.89179162363237e-42	"ENSG00000103485"	"QPRT"	2881	TRUE
"ENSG00000167526"	"OK"	"negbinomial.size"	8.84346158053885e-52	4.49935673080971e-49	"ENSG00000167526"	"RPL13"	12629	TRUE
"ENSG00000161970"	"OK"	"negbinomial.size"	3.39784533299425e-42	1.26151895511735e-39	"ENSG00000161970"	"RPL26"	12629	TRUE
"ENSG00000131747"	"OK"	"negbinomial.size"	7.74968190330172e-43	2.95714945293488e-40	"ENSG00000131747"	"TOP2A"	5974	TRUE
"ENSG00000266402"	"OK"	"negbinomial.size"	7.3957163777313e-110	7.81499660622268e-107	"ENSG00000266402"	"SNHG25"	11294	TRUE
"ENSG00000184009"	"OK"	"negbinomial.size"	5.83001012227325e-104	5.7204892178334e-101	"ENSG00000184009"	"ACTG1"	12345	TRUE
"ENSG00000129824"	"OK"	"negbinomial.size"	1.35240874390296e-307	3.71560778299899e-304	"ENSG00000129824"	"RPS4Y1"	3892	TRUE
"ENSG00000198692"	"OK"	"negbinomial.size"	7.76664805401864e-67	5.33452221590271e-64	"ENSG00000198692"	"EIF1AY"	1979	TRUE
"ENSG00000100316"	"OK"	"negbinomial.size"	4.48119000748766e-99	4.1038738088572e-96	"ENSG00000100316"	"RPL3"	12623	TRUE
"ENSG00000212907"	"OK"	"negbinomial.size"	1.76517967921726e-51	8.36147353565777e-49	"ENSG00000212907"	"MT-ND4L"	6697	TRUE
